id,subject,topic_code,topic_name,exam_year,question_type,part_no,difficulty_level,content,media_url,payload,metadata,is_active,published_by,created_at,updated_at
4fed67c0-cb67-41cd-b12d-3456d363df9d,math,derivative,Đạo hàm,2026,SHORT_ANSWER,3,2,Một vật di chuyển theo phương thẳng đứng lên trên từ độ cao 20 m so với mặt đất với vận tốc ban đầu là 15 m/s. Độ cao s của nó (tính bằng mét) sau t giây kể từ khi bắt đầu chuyển động (t = 0) được cho bởi công thức s(t) = 20 + 15t − 5t². Tìm vận tốc của vật khi nó chạm đất.,,"{""explanation"":""s = 0 ⇔ t = 4 (do t > 0). v(t) = 15 − 10t. v(4) = 15 − 40 = −25 m/s"",""exact_answer"":""-25"",""accepted_answers"":[""-25""]}","{""tags"":[""velocity"",""physics_application""],""crawl_time"":""2026-04-12T16:11:00.955644Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_16""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
56e2ec3c-86f3-4dfe-9857-4f422a5ecde6,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,2,Tính đạo hàm của hàm số y = (x + 1)/(x - 2) tại x₀ = 1.,,"{""options"":[{""id"":""A"",""text"":""Không tồn tại""},{""id"":""B"",""text"":""0""},{""id"":""C"",""text"":""-1""},{""id"":""D"",""text"":""-3""}],""explanation"":""y' = -3/(x - 2)². Tại x = 1, y'(1) = -3/(1 - 2)² = -3"",""correct_option_id"":""D""}","{""tags"":[""quotient_rule"",""calculation""],""crawl_time"":""2026-04-12T16:11:00.954899Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_4""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
576f952d-bb15-40ab-8965-755143584e0d,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,2,Cho y = 1/(x − 1). Hệ số góc của tiếp tuyến tại x = 2 là,,"{""options"":[{""id"":""A"",""text"":""1/4""},{""id"":""B"",""text"":""2""},{""id"":""C"",""text"":""1/2""},{""id"":""D"",""text"":""-1""}],""explanation"":""y' = -1/(x − 1)². Tại x = 2, y'(2) = -1/(2 − 1)² = -1"",""correct_option_id"":""D""}","{""tags"":[""slope"",""tangent_line""],""crawl_time"":""2026-04-12T16:11:00.955550Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_14""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
57e0e317-d9b6-45d1-8ba3-0d17bc105e64,math,derivative,Đạo hàm,2026,SHORT_ANSWER,3,1,Một bình nuôi cấy vi sinh vật được giữ ở nhiệt độ 0°C. Nhiệt độ tăng lên theo hàm y = f(t) = t² + t + 1 (°C). Tính tốc độ tăng của bình tại thời điểm t = 5 giây.,,"{""explanation"":""Sử dụng công thức đạo hàm cơ bản: (tⁿ)' = n·tⁿ⁻¹ ⇒ f'(t) = 2t + 1. Thay t = 5 vào: f'(5) = 10 + 1 = 11"",""exact_answer"":""11"",""accepted_answers"":[""11""]}","{""tags"":[""rate_of_change"",""calculation"",""physics_application""],""crawl_time"":""2026-04-12T16:11:00.955899Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_23""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
586a7ba9-0af3-492f-a589-f5aeef8c7de1,math,derivative,Đạo hàm,2026,SHORT_ANSWER,3,2,Tính đạo hàm (bằng định nghĩa) của hàm số y = 2x² + x + 1 tại x₀ = 2,,"{""explanation"":""[2(x² − 4) + (x − 2)] / (x − 2) = 2x + 5, lim₍ₓ→₂₎ = 9"",""exact_answer"":""9"",""accepted_answers"":[""9""]}","{""tags"":[""definition"",""limit""],""crawl_time"":""2026-04-12T16:11:00.955827Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_20""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
73486be5-2dcd-4981-bb30-c295cb6ec0e5,math,derivative,Đạo hàm,2026,SHORT_ANSWER,3,2,Cho y = x³ − 3x + 1. Tiếp tuyến tại giao điểm với trục tung có dạng y = ax + b. Tính 2a + 5b.,,"{""explanation"":""Giao điểm là (0; 1). y' = 3x² − 3 ⇒ f'(0) = -3. PTTT: y = -3x + 1. 2(-3) + 5(1) = -1"",""exact_answer"":""-1"",""accepted_answers"":[""-1""]}","{""tags"":[""tangent_line"",""calculation""],""crawl_time"":""2026-04-12T16:11:00.955679Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_17""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
75e02499-3973-4a05-8051-8d84024c80d8,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,1,Đạo hàm của hàm số y = sin(x) + cos(x) + 2025 là,,"{""options"":[{""id"":""A"",""text"":""cos(x) - sin(x)""},{""id"":""B"",""text"":""sin(x) + cos(x)""},{""id"":""C"",""text"":""cos(x) + sin(x)""},{""id"":""D"",""text"":""-cos(x) + sin(x)""}],""explanation"":""y' = cosx - sinx + 0."",""correct_option_id"":""A""}","{""tags"":[""trigonometry"",""rules""],""crawl_time"":""2026-04-12T16:11:00.955453Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_12""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
772b942e-4648-4da8-a3b1-ec8e87dd4bca,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,2,"Một chất điểm chuyển động có phương trình S(t) = 4t² + 2 (t tính bằng giây, S tính bằng mét). Vận tốc tức thời của chất điểm tại thời điểm t₀ = 4 (s) là",,"{""options"":[{""id"":""A"",""text"":""32 m/s""},{""id"":""B"",""text"":""34 m/s""},{""id"":""C"",""text"":""36 m/s""},{""id"":""D"",""text"":""8 m/s""}],""explanation"":""v(t) = S'(t) = 8t. Tại t=4, v(4) = 84 = 32 m/s."",""correct_option_id"":""A""}","{""tags"":[""velocity"",""physics_application"",""derivative""],""crawl_time"":""2026-04-12T16:11:00.955023Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_6""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
78bc82e4-6957-420c-8db8-e3dca241f85a,math,derivative,Đạo hàm,2026,SHORT_ANSWER,3,3,Cho hàm số y = x³ + 3x² + 4x + 1 có đồ thị là (C). Số tiếp tuyến song song với đường thẳng d: y = 4x + 5 của đồ thị hàm số là,,"{""explanation"":""y' = 3x² + 6x + 4. Ta giải phương trình y'(x₀) = 4: 3x₀² + 6x₀ + 4 = 4 ⇔ 3x₀(x₀ + 2) = 0. Từ đây ta tìm được hai hoành độ tiếp điểm: x₁ = 0 và x₂ = -2. Kiểm tra điều kiện trùng: Tại x₁ = 0: y = 4(x − 0) + 1 ⇒ y = 4x + 1 (thỏa). Tại x₂ = -2: y = 4(x + 2) − 3 ⇒ y = 4x + 5 (loại vì trùng d)."",""exact_answer"":""1"",""accepted_answers"":[""1""]}","{""tags"":[""tangent_line"",""parallel"",""derivative""],""crawl_time"":""2026-04-12T16:11:00.955924Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_24""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
866a1a9b-f8bf-403f-b241-cfd175902862,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,1,Tính đạo hàm của hàm số y = -x² + 2x tại x₀ = 1.,,"{""options"":[{""id"":""A"",""text"":""2""},{""id"":""B"",""text"":""-1""},{""id"":""C"",""text"":""-2""},{""id"":""D"",""text"":""0""}],""explanation"":""y' = -2x + 2. Tại x=1, y'(1) = -2(1) + 2 = 0."",""correct_option_id"":""D""}","{""tags"":[""derivative"",""calculation"",""definition""],""crawl_time"":""2026-04-12T16:11:00.954843Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_3""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
8bd5d766-2092-454b-9da6-f9c9520696cd,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,1,Cho hàm số f(x) = x³ + 1 có đồ thị (C). Hệ số góc của tiếp tuyến của đồ thị (C) tại điểm có hoành độ x = 1 là,,"{""options"":[{""id"":""A"",""text"":""f'(1) = 3""},{""id"":""B"",""text"":""f'(1) = -3""},{""id"":""C"",""text"":""f'(1) = 4""},{""id"":""D"",""text"":""f'(1) = -4""}],""explanation"":""f'(x) = 3x², suy ra f'(1) = 3"",""correct_option_id"":""A""}","{""tags"":[""slope"",""tangent_line"",""calculation""],""crawl_time"":""2026-04-12T16:11:00.954964Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_5""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
912d55ac-28c2-4e4d-808f-54152cf75a95,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,3,Chuyển động có phương trình s = 5 + sin(0.8πt + π/6). Tính giá trị tuyệt đối của gia tốc tại thời điểm vận tốc bằng 0.,,"{""options"":[{""id"":""A"",""text"":""0.64π²""},{""id"":""B"",""text"":""10.64π²""},{""id"":""C"",""text"":""0.32π²""},{""id"":""D"",""text"":""0.14π²""}],""explanation"":""v = 0.8πcos(u), v = 0 ⇔ cos(u) = 0 ⇔ |sin(u)| = 1. |a| = |-0.64π²sin(u)| = 0.64π²"",""correct_option_id"":""A""}","{""tags"":[""harmonic_motion"",""acceleration"",""trigonometry""],""crawl_time"":""2026-04-12T16:11:00.955133Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_8""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
9757d658-32e7-448f-b370-c1a2cebf18a9,math,derivative,Đạo hàm,2026,TRUE_FALSE_CLUSTER,2,2,Cho hàm số y = f(x) = 2x³ có đồ thị (C) và điểm M thuộc (C) có hoành độ x0 = -1. Khi đó,,"{""general_hint"":""Sử dụng công thức phương trình tiếp tuyến: y = f'(x)*(x - x₀) + y₀. Để kiểm tra tính vuông góc, tích hai hệ số góc phải bằng -1. Để tìm giao điểm của hai đường thẳng, hãy lập phương trình hoành độ giao điểm."",""sub_questions"":[{""id"":""a"",""text"":""Hệ số góc của tiếp tuyến của (C) tại điểm M bằng 6."",""is_true"":true,""explanation"":""Tiếp tuyến tại M(-1; -2) có hệ số góc k = 6 và phương trình y = 6x + 4. Qua kiểm tra: tiếp tuyến có hệ số góc bằng 6 (a đúng), đi qua A(0;4) (b đúng), cắt y=3x tại x = -4/3 (c sai) và vuông góc với đường thẳng có k = -1/6 (d đúng).""},{""id"":""b"",""text"":""Phương trình tiếp tuyến của (C) tại M đi qua điểm A(0;4)."",""is_true"":true,""explanation"":""Tiếp tuyến tại M(-1; -2) có hệ số góc k = 6 và phương trình y = 6x + 4. Qua kiểm tra: tiếp tuyến có hệ số góc bằng 6 (a đúng), đi qua A(0;4) (b đúng), cắt y=3x tại x = -4/3 (c sai) và vuông góc với đường thẳng có k = -1/6 (d đúng).""},{""id"":""c"",""text"":""Phương trình tiếp tuyến của (C) tại M cắt đường thẳng d: y = 3x tại điểm có hoành độ bằng 4."",""is_true"":false,""explanation"":""Tiếp tuyến tại M(-1; -2) có hệ số góc k = 6 và phương trình y = 6x + 4. Qua kiểm tra: tiếp tuyến có hệ số góc bằng 6 (a đúng), đi qua A(0;4) (b đúng), cắt y=3x tại x = -4/3 (c sai) và vuông góc với đường thẳng có k = -1/6 (d đúng).""},{""id"":""d"",""text"":""Phương trình tiếp tuyến của (C) tại M vuông góc với đường thẳng Δ: y = -1/6 x."",""is_true"":true,""explanation"":""Tiếp tuyến tại M(-1; -2) có hệ số góc k = 6 và phương trình y = 6x + 4. Qua kiểm tra: tiếp tuyến có hệ số góc bằng 6 (a đúng), đi qua A(0;4) (b đúng), cắt y=3x tại x = -4/3 (c sai) và vuông góc với đường thẳng có k = -1/6 (d đúng).""}]}","{""tags"":[""tangent_line"",""slope"",""perpendicular"",""intersection"",""calculus""],""crawl_time"":""2026-04-12T16:11:00.956532Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_31""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
9e0ed4fc-bce5-4cc7-9f76-387f870da238,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,2,Gia tốc là đạo hàm cấp mấy của quãng đường?,,"{""options"":[{""id"":""A"",""text"":""Cấp 1""},{""id"":""B"",""text"":""Cấp 2""},{""id"":""C"",""text"":""Cấp 3""},{""id"":""D"",""text"":""Không phải đạo hàm""}],""explanation"":""a(t) = v'(t) = s''(t)."",""correct_option_id"":""B""}","{""tags"":[""acceleration"",""higher_order_derivative"",""definition""],""crawl_time"":""2026-04-12T16:11:00.956154Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_29""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
a0ed3df6-0c6a-4377-b383-56c0f84cca86,math,derivative,Đạo hàm,2026,TRUE_FALSE_CLUSTER,2,1,Cho hàm số f(x) = x³ − 3x² + 2x.,,"{""general_hint"":""Sử dụng quy tắc (xⁿ)' = n·xⁿ⁻¹ để tìm đạo hàm. Để kiểm tra tính đúng sai của các giá trị, chỉ cần thay x tương ứng vào hàm số f'(x). Lưu ý dấu khi tính toán với số âm ở câu d."",""sub_questions"":[{""id"":""a"",""text"":""Hàm số có đạo hàm là f'(x) = 3x² − 6x + 2"",""is_true"":true,""explanation"":""Đạo hàm của hàm số là f'(x) =  3x² − 6x + 2, nên (a) đúng. Tính toán các giá trị cụ thể: f'(3) = 11 nên (b) sai; f'(4)=26 và f'(5)=47 nên (c) đúng; f'(2)=2 và f'(-2)=26 nên tổng của chúng bằng 28, dẫn đến (d) sai.""},{""id"":""b"",""text"":""f'(3) = 6"",""is_true"":false,""explanation"":""Đạo hàm của hàm số là f'(x) =  3x² − 6x + 2, nên (a) đúng. Tính toán các giá trị cụ thể: f'(3) = 11 nên (b) sai; f'(4)=26 và f'(5)=47 nên (c) đúng; f'(2)=2 và f'(-2)=26 nên tổng của chúng bằng 28, dẫn đến (d) sai.""},{""id"":""c"",""text"":""f'(4) < f'(5)"",""is_true"":true,""explanation"":""Đạo hàm của hàm số là f'(x) =  3x² − 6x + 2, nên (a) đúng. Tính toán các giá trị cụ thể: f'(3) = 11 nên (b) sai; f'(4)=26 và f'(5)=47 nên (c) đúng; f'(2)=2 và f'(-2)=26 nên tổng của chúng bằng 28, dẫn đến (d) sai.""},{""id"":""d"",""text"":""f'(2) + f'(-2) = 0"",""is_true"":false,""explanation"":""Đạo hàm của hàm số là f'(x) =  3x² − 6x + 2, nên (a) đúng. Tính toán các giá trị cụ thể: f'(3) = 11 nên (b) sai; f'(4)=26 và f'(5)=47 nên (c) đúng; f'(2)=2 và f'(-2)=26 nên tổng của chúng bằng 28, dẫn đến (d) sai.""}]}","{""tags"":[""power_rule"",""calculation"",""derivative_values"",""polynomial_function""],""crawl_time"":""2026-04-12T16:11:00.956872Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_34""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
a7131bc6-a300-442b-9027-201ac76e65b2,math,derivative,Đạo hàm,2026,MULTIPLE_CHOICE,1,1,"Trong các khẳng định sau, khẳng định nào là sai?",,"{""options"":[{""id"":""A"",""text"":""(c)' = 0 (với c là hằng số)""},{""id"":""B"",""text"":""(2x)' = 2""},{""id"":""C"",""text"":""(x⁶)' = 6x⁵""},{""id"":""D"",""text"":""(sqrt(x))' = (2*sqrt(x)) (với x > 0)""}],""explanation"":""Đạo hàm của sqrt(x) là 1/(2sqrt(x)), khẳng định D sai do thiếu dấu phân số."",""correct_option_id"":""D""}","{""tags"":[""derivative"",""rules"",""basic""],""crawl_time"":""2026-04-12T16:11:00.954780Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_2""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
b4525639-ed63-4c8e-a884-aa4fa858cc2d,math,derivative,Đạo hàm,2026,SHORT_ANSWER,3,2,"Một chất điểm chuyển động có phương trình s(t) = -3t³ + 9t² + 2, trong đó t > 0. Hỏi tại thời điểm nào thì vận tốc của vật đạt giá trị lớn nhất?",,"{""explanation"":""Hàm vận tốc v(t) = -9t² + 18t là một hàm số bậc hai có đồ thị là một parabol quay bề lõm xuống dưới (do hệ số a = -9 < 0). Cực đại: Vận tốc đạt giá trị lớn nhất tại đỉnh của parabol: t = -b/(2a) = 1. Tại t = 1, vận tốc cực đại là v(1) = 9"",""exact_answer"":""1"",""accepted_answers"":[""1""]}","{""tags"":[""velocity"",""min_max"",""derivative""],""crawl_time"":""2026-04-12T16:11:00.955876Z"",""quality_status"":""reviewed"",""source_provider"":""toanmath"",""source_question_id"":""MATH_DERIV_22""}",true,,2026-04-12 16:17:53.868879+00,2026-04-12 16:17:53.868879+00
